"feature_name","source_part","feature_family","model_feature_set","data_type","preprocessing","missing_policy","categorical_unknown_policy","leakage_status","entity_id_status","champion_eligible","notes"
"user_seconds_since_prev_txn","Part 4","recency","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","NULL if none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","strict prior max timestamp"
"card_seconds_since_prev_txn","Part 4","recency","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","NULL if none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","strict prior max timestamp"
"merchant_seconds_since_prev_txn","Part 4","recency","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","NULL if none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","strict prior max timestamp"
"user_txn_count_1h","Part 4","velocity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","strict upper bound"
"user_txn_count_24h","Part 4","velocity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","strict upper bound"
"user_txn_count_7d","Part 4","velocity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","strict upper bound"
"card_txn_count_1h","Part 4","velocity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","strict upper bound"
"card_txn_count_24h","Part 4","velocity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","strict upper bound"
"card_txn_count_7d","Part 4","velocity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","strict upper bound"
"merchant_txn_count_1h","Part 4","velocity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","7d is extended only"
"merchant_txn_count_24h","Part 4","velocity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","7d is extended only"
"user_positive_amount_sum_24h","Part 4","amount_velocity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","amount > 0 only"
"user_positive_amount_sum_7d","Part 4","amount_velocity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","amount > 0 only"
"card_positive_amount_sum_24h","Part 4","amount_velocity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","amount > 0 only"
"card_positive_amount_sum_7d","Part 4","amount_velocity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","amount > 0 only"
"user_prior_positive_amount_mean","Part 4","amount_baseline","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","NULL if none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","strict prior frame"
"user_prior_positive_amount_std","Part 4","amount_baseline","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","NULL if <2","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","strict prior frame"
"card_prior_positive_amount_mean","Part 4","amount_baseline","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","NULL if none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","strict prior frame"
"card_prior_positive_amount_std","Part 4","amount_baseline","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","NULL if <2","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","strict prior frame"
"current_positive_amount_vs_user_mean","Part 4","amount_deviation","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","NULL if current or mean nonpositive","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","analysis-safe current context"
"current_positive_amount_vs_card_mean","Part 4","amount_deviation","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","NULL if current or mean nonpositive","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","analysis-safe current context"
"current_positive_amount_user_z","Part 4","amount_deviation","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","NULL if history <5 or std=0","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","minimum history five"
"current_positive_amount_card_z","Part 4","amount_deviation","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","NULL if history <5 or std=0","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","minimum history five"
"user_merchant_prior_txn_count","Part 4","merchant_familiarity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","relationship key retained for audit"
"user_merchant_is_new","Part 4","merchant_familiarity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0/1 flag","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","relationship feature"
"user_merchant_seconds_since_prev_txn","Part 4","merchant_familiarity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","NULL if none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","strict prior max timestamp"
"card_merchant_prior_txn_count","Part 4","merchant_familiarity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","relationship key retained for audit"
"card_merchant_is_new","Part 4","merchant_familiarity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0/1 flag","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","relationship feature"
"card_merchant_seconds_since_prev_txn","Part 4","merchant_familiarity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","NULL if none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","strict prior max timestamp"
"user_mcc_prior_txn_count","Part 4","mcc_familiarity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","relationship key retained for audit"
"user_mcc_is_new","Part 4","mcc_familiarity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0/1 flag","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","relationship feature"
"card_mcc_prior_txn_count","Part 4","mcc_familiarity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","relationship key retained for audit"
"card_mcc_is_new","Part 4","mcc_familiarity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0/1 flag","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","relationship feature"
"user_channel_prior_txn_count","Part 4","channel_familiarity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","unseen channel safe"
"user_channel_is_new","Part 4","channel_familiarity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0/1 flag","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","unseen channel safe"
"card_channel_prior_txn_count","Part 4","channel_familiarity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0 when none","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","unseen channel safe"
"card_channel_is_new","Part 4","channel_familiarity","F1|F2","numeric_or_binary","median_imputer+missing_indicator_or_binary","0/1 flag","not applicable","PIT_VALIDATED","JOIN_KEY_AUDIT_ONLY","true","unseen channel safe"
